,word,frequency,n_characters
の,の,1753,1
に,に,1162,1
は,は,1157,1
た,た,918,1
を,を,851,1
が,が,681,1
て,て,637,1
と,と,587,1
で,で,585,1
し,し,548,1
こと,こと,214,2
いる,いる,212,2
ある,ある,202,2
年,年,201,1
さ,さ,201,1
れ,れ,198,1
な,な,196,1
する,する,193,2
い,い,161,1
も,も,155,1
彼,彼,144,1
的,的,117,1
ない,ない,110,2
から,から,107,2
その,その,100,2
この,この,95,2
か,か,85,1
人,人,83,1
者,者,79,1
や,や,77,1
だ,だ,74,1
それ,それ,72,2
ます,ます,68,2
ため,ため,67,2
まし,まし,66,2
月,月,66,1
よう,よう,64,2
より,より,62,2
ら,ら,59,1
なっ,なっ,57,2
あり,あり,55,2
これ,これ,54,2
れる,れる,53,2
私,私,53,1
あっ,あっ,51,2
彼女,彼女,51,2
まで,まで,50,2
なる,なる,49,2
日,日,49,1
後,後,47,1
つ,つ,44,1
しかし,しかし,42,3
また,また,40,2
なかっ,なかっ,39,3
られ,られ,39,2
多く,多く,37,2
もの,もの,37,2
へ,へ,36,1
いう,いう,36,2
性,性,35,1
たち,たち,35,2
前,前,34,1
中,中,33,1
間,間,33,1
つい,つい,32,2
できる,できる,31,3
海,海,29,1
可能,可能,28,2
必要,必要,28,2
地域,地域,27,2
でき,でき,27,2
なく,なく,27,2
よる,よる,26,2
家,家,26,1
ず,ず,25,1
州,州,24,1
だろう,だろう,24,3
など,など,24,2
世界,世界,24,2
ば,ば,24,1
一,一,24,1
映画,映画,24,2
時,時,23,1
人々,人々,23,2
さらに,さらに,23,3
政府,政府,22,2
歴史,歴史,22,2
述べ,述べ,22,2
都市,都市,22,2
新しい,新しい,21,3
地,地,21,1
だっ,だっ,21,2
化,化,21,1
言っ,言っ,21,2
考え,考え,20,2
支配,支配,20,2
です,です,20,2
大,大,20,1
英国,英国,20,2
何,何,20,1
最も,最も,19,2
戦争,戦争,19,2
せ,せ,19,1
第,第,19,1
対する,対する,19,3
おり,おり,19,2
代,代,19,1
他,他,19,1
影響,影響,18,2
約,約,18,1
国,国,18,1
万,万,18,1
受け,受け,18,2
投資,投資,18,2
米国,米国,18,2
なり,なり,18,2
よっ,よっ,18,2
対し,対し,18,2
達,達,18,1
発生,発生,17,2
不,不,17,1
使用,使用,17,2
投票,投票,17,2
数,数,17,1
中国,中国,17,2
おい,おい,17,2
以上,以上,17,2
世紀,世紀,17,2
大統領,大統領,17,3
なら,なら,16,2
世,世,16,1
せる,せる,16,2
だけ,だけ,16,2
党,党,16,1
今,今,16,1
大きな,大きな,16,3
時代,時代,15,2
問題,問題,15,2
川,川,15,1
高い,高い,15,2
および,および,15,3
ほとんど,ほとんど,15,4
上,上,15,1
アメリカ,アメリカ,15,4
知ら,知ら,15,2
語,語,15,1
企業,企業,15,2
関係,関係,15,2
研究,研究,15,2
氏,氏,15,1
成長,成長,15,2
次,次,15,1
フランス,フランス,15,4
最初,最初,14,2
調査,調査,14,2
自分,自分,14,2
ローマ,ローマ,14,3
非常,非常,14,2
場合,場合,14,2
見,見,14,1
選挙,選挙,14,2
国家,国家,14,2
ヨーロッパ,ヨーロッパ,14,5
一部,一部,14,2
一方,一方,13,2
現在,現在,13,2
そこ,そこ,13,2
経済,経済,13,2
警察,警察,13,2
時間,時間,13,2
紀元,紀元,13,2
そして,そして,13,3
共和,共和,13,2
スペイン,スペイン,13,4
始め,始め,12,2
ポンド,ポンド,12,3
労働,労働,12,2
語っ,語っ,12,2
所,所,12,1
計画,計画,12,2
保護,保護,12,2
る,る,12,1
オーストラリア,オーストラリア,12,7
軍,軍,12,1
年間,年間,12,2
システム,システム,12,4
すべて,すべて,12,3
目的,目的,12,2
おけ,おけ,12,2
行動,行動,12,2
度,度,12,1
べき,べき,11,2
増加,増加,11,2
完全,完全,11,2
ギリシャ,ギリシャ,11,4
会,会,11,1
トランプ,トランプ,11,4
学校,学校,11,2
結果,結果,11,2
設立,設立,11,2
際,際,11,1
地区,地区,11,2
力,力,11,1
歳,歳,11,1
持っ,持っ,11,2
戻っ,戻っ,11,2
本,本,11,1
ところ,ところ,11,3
名前,名前,11,2
自身,自身,11,2
ロシア,ロシア,11,3
様々,様々,11,2
最高,最高,11,2
ん,ん,11,1
誰,誰,10,1
政治,政治,10,2
同じ,同じ,10,2
地中,地中,10,2
ほど,ほど,10,2
南,南,10,1
き,き,10,1
法律,法律,10,2
でし,でし,10,2
市,市,10,1
最終,最終,10,2
期間,期間,10,2
気候,気候,10,2
利用,利用,10,2
ドル,ドル,10,2
重要,重要,10,2
系,系,10,1
院,院,10,1
建設,建設,10,2
ませ,ませ,10,2
女性,女性,10,2
どう,どう,10,2
事件,事件,10,2
含ま,含ま,10,2
なけれ,なけれ,9,3
しか,しか,9,2
全て,全て,9,2
自由,自由,9,2
同,同,9,1
特に,特に,9,2
帝国,帝国,9,2
下,下,9,1
場,場,9,1
部,部,9,1
宣言,宣言,9,2
報告,報告,9,2
初めて,初めて,9,3
とっ,とっ,9,2
平均,平均,9,2
最後,最後,9,2
島,島,9,1
最近,最近,9,2
頃,頃,9,1
ながら,ながら,9,3
植民,植民,9,2
得,得,9,1
点,点,9,1
多数,多数,9,2
独立,独立,9,2
レベル,レベル,9,3
技術,技術,9,2
億,億,9,1
方法,方法,9,2
提供,提供,9,2
成功,成功,9,2
ドイツ,ドイツ,9,3
男性,男性,9,2
作品,作品,9,2
ユーロ,ユーロ,9,3
しれ,しれ,9,2
体,体,9,1
監督,監督,9,2
与え,与え,8,2
開始,開始,8,2
勝利,勝利,8,2
民族,民族,8,2
実際,実際,8,2
人間,人間,8,2
理由,理由,8,2
情報,情報,8,2
データ,データ,8,3
インド,インド,8,3
二,二,8,1
イタリア,イタリア,8,4
意味,意味,8,2
機,機,8,1
移動,移動,8,2
契約,契約,8,2
決定,決定,8,2
られる,られる,8,3
新た,新た,8,2
持つ,持つ,8,2
理解,理解,8,2
かけ,かけ,8,2
貿易,貿易,8,2
地方,地方,8,2
発表,発表,8,2
小さな,小さな,8,3
教,教,8,1
教育,教育,8,2
大陸,大陸,8,2
線,線,8,1
水,水,8,1
教会,教会,8,2
関する,関する,8,3
開発,開発,8,2
分,分,8,1
移行,移行,8,2
明らか,明らか,8,3
人口,人口,8,2
関し,関し,7,2
旧,旧,7,1
境界,境界,7,2
天皇,天皇,7,2
説明,説明,7,2
革命,革命,7,2
種,種,7,1
市場,市場,7,2
イギリス,イギリス,7,4
航空,航空,7,2
ゲーム,ゲーム,7,3
自然,自然,7,2
修道,修道,7,2
のみ,のみ,7,2
いく,いく,7,2
状態,状態,7,2
土地,土地,7,2
役,役,7,1
社会,社会,7,2
見る,見る,7,2
素晴らしい,素晴らしい,7,5
エリア,エリア,7,3
