,word,frequency,n_characters
の,1753,1
に,1162,1
は,1157,1
た,918,1
を,851,1
が,681,1
て,637,1
と,587,1
で,585,1
し,548,1
こと,214,2
いる,212,2
ある,202,2
年,201,1
さ,201,1
れ,198,1
な,196,1
する,193,2
い,161,1
も,155,1
彼,144,1
的,117,1
ない,110,2
から,107,2
その,100,2
この,95,2
か,85,1
人,83,1
者,79,1
や,77,1
だ,74,1
それ,72,2
ます,68,2
ため,67,2
まし,66,2
月,66,1
よう,64,2
より,62,2
ら,59,1
なっ,57,2
あり,55,2
これ,54,2
れる,53,2
私,53,1
あっ,51,2
彼女,51,2
まで,50,2
なる,49,2
日,49,1
後,47,1
つ,44,1
しかし,42,3
また,40,2
なかっ,39,3
られ,39,2
多く,37,2
もの,37,2
へ,36,1
いう,36,2
性,35,1
たち,35,2
前,34,1
中,33,1
間,33,1
つい,32,2
できる,31,3
海,29,1
可能,28,2
必要,28,2
地域,27,2
でき,27,2
なく,27,2
よる,26,2
家,26,1
ず,25,1
州,24,1
だろう,24,3
など,24,2
世界,24,2
ば,24,1
一,24,1
映画,24,2
時,23,1
人々,23,2
さらに,23,3
政府,22,2
歴史,22,2
述べ,22,2
都市,22,2
新しい,21,3
地,21,1
だっ,21,2
化,21,1
言っ,21,2
考え,20,2
支配,20,2
です,20,2
大,20,1
英国,20,2
何,20,1
最も,19,2
戦争,19,2
せ,19,1
第,19,1
対する,19,3
おり,19,2
代,19,1
他,19,1
影響,18,2
約,18,1
国,18,1
万,18,1
受け,18,2
投資,18,2
米国,18,2
なり,18,2
よっ,18,2
対し,18,2
達,18,1
発生,17,2
不,17,1
使用,17,2
投票,17,2
数,17,1
中国,17,2
おい,17,2
以上,17,2
世紀,17,2
大統領,17,3
なら,16,2
世,16,1
せる,16,2
だけ,16,2
党,16,1
今,16,1
大きな,16,3
時代,15,2
問題,15,2
川,15,1
高い,15,2
および,15,3
ほとんど,15,4
上,15,1
アメリカ,15,4
知ら,15,2
語,15,1
企業,15,2
関係,15,2
研究,15,2
氏,15,1
成長,15,2
次,15,1
フランス,15,4
最初,14,2
調査,14,2
自分,14,2
ローマ,14,3
非常,14,2
場合,14,2
見,14,1
選挙,14,2
国家,14,2
ヨーロッパ,14,5
一部,14,2
一方,13,2
現在,13,2
そこ,13,2
経済,13,2
警察,13,2
時間,13,2
紀元,13,2
そして,13,3
共和,13,2
スペイン,13,4
始め,12,2
ポンド,12,3
労働,12,2
語っ,12,2
所,12,1
計画,12,2
保護,12,2
る,12,1
オーストラリア,12,7
軍,12,1
年間,12,2
システム,12,4
すべて,12,3
目的,12,2
おけ,12,2
行動,12,2
度,12,1
べき,11,2
増加,11,2
完全,11,2
ギリシャ,11,4
会,11,1
トランプ,11,4
学校,11,2
結果,11,2
設立,11,2
際,11,1
地区,11,2
力,11,1
歳,11,1
持っ,11,2
戻っ,11,2
本,11,1
ところ,11,3
名前,11,2
自身,11,2
ロシア,11,3
様々,11,2
最高,11,2
ん,11,1
誰,10,1
政治,10,2
同じ,10,2
地中,10,2
ほど,10,2
南,10,1
き,10,1
法律,10,2
でし,10,2
市,10,1
最終,10,2
期間,10,2
気候,10,2
利用,10,2
ドル,10,2
重要,10,2
系,10,1
院,10,1
建設,10,2
ませ,10,2
女性,10,2
どう,10,2
事件,10,2
含ま,10,2
なけれ,9,3
しか,9,2
全て,9,2
自由,9,2
同,9,1
特に,9,2
帝国,9,2
下,9,1
場,9,1
部,9,1
宣言,9,2
報告,9,2
初めて,9,3
とっ,9,2
平均,9,2
最後,9,2
島,9,1
最近,9,2
頃,9,1
ながら,9,3
植民,9,2
得,9,1
点,9,1
多数,9,2
独立,9,2
レベル,9,3
技術,9,2
億,9,1
方法,9,2
提供,9,2
成功,9,2
ドイツ,9,3
男性,9,2
作品,9,2
ユーロ,9,3
しれ,9,2
体,9,1
監督,9,2
与え,8,2
開始,8,2
勝利,8,2
民族,8,2
実際,8,2
人間,8,2
理由,8,2
情報,8,2
データ,8,3
インド,8,3
二,8,1
イタリア,8,4
意味,8,2
機,8,1
移動,8,2
契約,8,2
決定,8,2
られる,8,3
新た,8,2
持つ,8,2
理解,8,2
かけ,8,2
貿易,8,2
地方,8,2
発表,8,2
小さな,8,3
教,8,1
教育,8,2
大陸,8,2
線,8,1
水,8,1
教会,8,2
関する,8,3
開発,8,2
分,8,1
移行,8,2
明らか,8,3
人口,8,2
関し,7,2
旧,7,1
境界,7,2
天皇,7,2
説明,7,2
革命,7,2
種,7,1
市場,7,2
イギリス,7,4
航空,7,2
ゲーム,7,3
自然,7,2
修道,7,2
のみ,7,2
いく,7,2
状態,7,2
土地,7,2
役,7,1
社会,7,2
見る,7,2
素晴らしい,7,5
エリア,7,3
すぐ,7,2
地球,7,2
協定,7,2
変化,7,2
代表,7,2
上昇,7,2
王国,7,2
常,7,1
条約,7,2
主義,7,2
アルバム,7,4
たい,7,2
音楽,7,2
現代,7,2
北京,7,2
適切,7,2
活動,7,2
しよう,7,3
子供,7,2
会社,7,2
行わ,7,2
要求,7,2
エジプト,7,4
妻,7,1
公,7,1
とも,7,2
写真,7,2
アフリカ,7,4
香港,7,2
大学,7,2
破壊,7,2
北部,7,2
先住,7,2
カリブ,7,3
裁判,7,2
大半,6,2
方,6,1
部分,6,2
最大,6,2
使う,6,2
内,6,1
学,6,1
続く,6,2
出版,6,2
長,6,1
平和,6,2
役割,6,2
パリ,6,2
得る,6,2
最新,6,2
当時,6,2
物,6,1
自治,6,2
アジア,6,3
お,6,1
官,6,1
人生,6,2
名,6,1
量,6,1
王,6,1
少なく,6,3
再び,6,2
認め,6,2
場所,6,2
制限,6,2
機能,6,2
議論,6,2
文化,6,2
資金,6,2
一人,6,2
信じ,6,2
フォン,6,3
文明,6,2
戦い,6,2
オスマン,6,4
銀行,6,2
期,6,1
始まっ,6,3
クリントン,6,5
まだ,6,2
あろう,6,3
公開,6,2
統治,6,2
率,6,1
冬,6,1
国際,6,2
発電,6,2
向け,6,2
予定,6,2
山脈,6,2
家族,6,2
